matchID,totalSpeechTime,numSpeechSegs,avgSpeechTime,stdDevSpeech,totalSilenceTime,silenceRatio,avgSilenceTime,firstSilenceDuration,WC,Analytic,Clout,Authentic,Tone,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,CharNames,Tactics,TeamComposition,GameModes,AbilitiesAndUlts,OverwatchLanguage,Weapons,Location,NegAndInsults,Ranks,Positive,rank,matchOutcome,partySize,matchPercentComplete,toxicity
toxic15,51.8720681,8.9,5.840651546,3.466296292,66.21810065,0.564304366,8.288896035,10.842187,56.3,21.217,56.68,33.922,61.923,45.97,20.125,13.273,7.438,1.158,3.01,1.438,0.23,6.853,4.242,5.474,11.855,5.919,2.043,2.933,22.281,5.354,1.079,1.41,1.938,0.902,11.68,7.738,3.537,0.435,2.058,0.585,11.879,0,0.787,0.341,1.823,9.445,1.405,0.975,1.409,2.995,1.01,2.807,4.022,2.143,1.367,0.512,3.085,0.551,0.988,1.297,0,9.044,4.123,0.775,1.704,2.955,0.307,2.928,19.257,1.628,8.582,1.965,4.529,2.088,0.089,1.033,0,0.189,0.818,0.276,7.023,1.469,2.106,2.273,1.281,0.089,2.529,2.67,0,0,0.431,8.737,0,1.689,0,0,0.2,4,0,1,0.55,21.68125
toxic16,52.85882644,7.666666667,6.163623712,3.785390898,55.01278467,0.55950978,8.912237578,19.936992,73.11111111,26.21111111,45.71111111,42.40888889,51.80444444,45.3,16.59333333,11.74555556,5.885555556,0.411111111,2.286666667,2.693333333,0.468888889,4.846666667,3.316666667,8.254444444,9.282222222,7.22,2.974444444,2.61,19.52666667,4.045555556,0.958888889,0.882222222,3.091111111,1.853333333,9.236666667,5.797777778,3.342222222,0.237777778,1.512222222,1.197777778,9.741111111,0.081111111,0.601111111,0.081111111,3.336666667,7.222222222,0.993333333,0.921111111,0.806666667,2.628888889,0.723333333,1.625555556,1.812222222,1.468888889,0.218888889,0.123333333,3.465555556,1.705555556,0.807777778,1.114444444,0.138888889,6.951111111,1.647777778,0.553333333,1.263333333,3.093333333,0.887777778,4.88,11.62777778,1.24,13.04111111,2.64,7.972222222,2.508888889,0.434444444,2.262222222,0,0.252222222,0.638888889,0.081111111,4.403333333,1.512222222,0.277777778,0.654444444,1.7,0,2.474444444,4.283333333,0,0,1.06,11.38111111,0,3.13,0.08,0,0.156666667,4,0,1,0.555555556,33.79166667
toxic17,18.50735946,5.461538462,2.99389835,1.503557487,97.0114274,0.843958523,27.78839335,31.45146486,24.69230769,36.05230769,54.78615385,46.00769231,52.60846154,34.67538462,13.37461538,9.621538462,2.855384615,0.196923077,3.3,0.686153846,2.583846154,3.751538462,3.661538462,4.256923077,6.100769231,5.476153846,3.586923077,3.307692308,17.00769231,5.580769231,2.243846154,1.244615385,3.488461538,3.59,9.744615385,4.270769231,5.473076923,0,3.55,0,11.88307692,0,1.051538462,0.150769231,3.362307692,4.376153846,1.245384615,0.663846154,0.320769231,0.922307692,0.517692308,0.867692308,0.961538462,0.406923077,0.196923077,0.16,2.241538462,0.546923077,0.566923077,1.126153846,0,4.610769231,0.196923077,0.338461538,1.813076923,0.338461538,1.923076923,1.938461538,13.08923077,1.127692308,13.66153846,2.453076923,9.260769231,3.151538462,0,1.307692308,0.196923077,1.051538462,0.16,0.406923077,7.382307692,3.399230769,0.093846154,0.92,3.061538462,0,4.595384615,3.556923077,0,0,0.251538462,16.29692308,0,4.467692308,1.923076923,0,0,4,0,1,0.538461538,32.00641026
toxic18,69.34563663,16.625,4.266657818,3.146365348,46.07436621,0.404414926,2.782614212,5.567155,63.75,12.6575,66.93875,54.1825,65.3,52.93875,22.88625,17.93,8.04875,2.7525,3.22875,2.45,1.4475,4.955,2.19875,7.45375,12.7675,9.1025,4.38375,1.92375,24.415,4.14875,1.6375,2.3125,1.51875,0.32,8.89,5.91125,2.9775,0.48125,1.1925,0,13.4325,0,0.475,0.28875,3.26,7.75,1.89125,0.94625,0.92,2.17625,0.64625,1.70875,1.43125,0.3425,0.32,0.76875,1.5,0.2675,0.16625,0.93875,0,10.20875,4.13875,0.82375,2.6775,1.865,1.185,2.7275,19.11875,4.03125,15.01625,5.33625,5.45125,4.05875,0.09625,1.16125,0.48125,0.17125,0.425,0.17125,6.04125,0.425,1.185,3.73,0.8725,0,2.28,2.0775,0,0,0.50875,9.145,0,1.6975,0,0.3475,0,5,2,2,0.5625,35.796875
toxic20,54.32808921,12.57142857,4.258105501,3.268751512,57.86684438,0.547265923,5.150075454,3.371290949,83.71428571,21.44071429,51.84785714,47.95928571,46.38142857,47.94142857,20.68928571,15.57928571,7.559285714,2.046428571,4.282142857,1.363571429,0.327142857,5.110714286,3.85,6.774285714,11.86928571,5.383571429,1.759285714,4.096428571,22.26214286,4.435714286,1.042857143,1.459285714,1.827857143,1.231428571,7.870714286,3.853571429,4.018571429,0.317857143,1.689285714,1.16,12.67642857,0.269285714,0.925714286,0.168571429,1.875,12.835,2.548571429,1.505,3.046428571,2.302857143,0.921428571,3.840714286,4.131428571,2.152857143,0.6,1.272857143,2.347857143,0.876428571,0.443571429,0.578571429,0.447857143,7.727857143,3.779285714,0.992142857,1.691428571,1.399285714,0.656428571,3.462857143,16.24785714,1.352857143,9.32,2.006428571,5.691428571,1.669285714,0.715,1.701428571,0.162142857,0.543571429,0.992857143,0.740714286,7.061428571,1.397142857,0.718571429,2.626428571,1.797857143,0,1.402857143,2.900714286,0.158571429,0.105,1.242142857,10.06142857,0,2.038571429,0.212142857,0,0.400714286,4,0,1,0.535714286,54.4375
toxic21,73.33893455,12.72727273,6.047429094,4.481211036,45.70651382,0.384522517,4.375203591,9.377132455,148.9090909,26.19454545,47.07090909,72.14454545,32.12818182,54.59363636,21.63363636,16.35545455,8.3,2.913636364,2.112727273,1.509090909,1.522727273,5.275454545,3.675454545,10.19272727,11.61454545,5.718181818,3.354545455,3.604545455,21.45545455,4.347272727,2.817272727,1.414545455,2.509090909,2.123636364,8.021818182,3.991818182,4.030909091,0.193636364,2.977272727,0.234545455,10.86545455,0.312727273,0.277272727,0.776363636,1.112727273,10.55181818,1.461818182,0.83,1.946363636,2.3,1.36,3.599090909,2.299090909,0.807272727,0.542727273,0.872727273,2.739090909,1.07,0.865454545,0.802727273,0,9.633636364,3.197272727,1.74,4.014545455,2.126363636,0.276363636,3.472727273,16.09909091,1.835454545,15.99363636,2.607272727,10.51818182,3.370909091,0.47,1.315454545,0.537272727,0,0.747272727,1.07,4.384545455,1.554545455,0.750909091,0.718181818,0.886363636,0,4.170909091,3.354545455,0,0,0.456363636,12.84,0,1.814545455,0.530909091,0,0.32,4,0,1,0.545454545,48.69886364
toxic22,50.42815056,12,4.047092194,3.062388863,59.64294796,0.553054794,5.960897045,7.380679556,95.77777778,21.18666667,36.08111111,62.10111111,38.54222222,49.42111111,18.59555556,14.10888889,8.272222222,0.771111111,1.621111111,1.455555556,1.988888889,4.488888889,3.643333333,7.096666667,11.76777778,7.808888889,3.387777778,4.236666667,20.45,2.326666667,1.445555556,1.515555556,3.351111111,0.972222222,8.646666667,3.981111111,4.664444444,0.064444444,2.021111111,1.877777778,8.343333333,0.151111111,0.324444444,0.532222222,1.181111111,8.933333333,1.562222222,1.045555556,1.735555556,1.773333333,0.987777778,2.885555556,0.943333333,0.388888889,0.217777778,0.335555556,0.876666667,0.053333333,0.36,0.41,0,5.688888889,1.246666667,1.316666667,2.251111111,1.006666667,0.55,3.207777778,15.47444444,0.931111111,14.16,2.536666667,8.29,3.701111111,0.5,1.747777778,0,0.207777778,0.656666667,1.44,3.715555556,0.463333333,0.27,2.098888889,0.173333333,0,5.116666667,3.194444444,0,0.208888889,1.243333333,17.40222222,0,3.123333333,0.843333333,0.558888889,0,4,0,1,0.555555556,37.57638889
toxic23,44.17811442,9,5.308864476,3.67027846,72.54263732,0.625012289,10.42412214,15.38995083,100.4166667,30.96583333,56.1375,63.25083333,46.1625,55.0225,20.03166667,15.37333333,6.646666667,1.921666667,3.013333333,2.4675,1.325833333,4.6575,5.664166667,10.53666667,12.41833333,6.861666667,4.496666667,3.0275,23.06416667,4.766666667,1.594166667,1.4275,3.413333333,0.724166667,7.051666667,4.165833333,2.886666667,0.251666667,1.459166667,1.051666667,12.11416667,0.664166667,0.320833333,1.785833333,0.866666667,9.1675,2.341666667,0.865,1.670833333,2.803333333,0.640833333,2.879166667,1.925,1.025833333,0.436666667,1.328333333,1.2025,0.183333333,0.251666667,0.568333333,0.123333333,10.33,3.046666667,2.243333333,2.203333333,2.588333333,0.920833333,3.406666667,18.42583333,2.443333333,15.0225,3.829166667,7.180833333,4.2375,0.4675,1.535833333,0.0875,0.299166667,1.646666667,0.810833333,5.026666667,0.843333333,0.839166667,1.680833333,1.113333333,0,3.915833333,2.146666667,0.134166667,0.269166667,0.32,10.88833333,0,1.250833333,0.498333333,0,0.134166667,2,2,1,0.541666667,35.32986111
toxic24,16.87190457,5.714285714,3.224308184,2.138008319,98.91834543,0.854395312,19.6783673,36.37052629,35.71428571,41.25428571,56.16,71.13571429,59.08285714,49.86285714,15.52857143,11.46,6.882857143,2.771428571,1.208571429,0.595714286,0,4.07,3.878571429,12.32571429,10.59142857,9.265714286,2.05,3.744285714,23.87428571,4.15,2.534285714,1.468571429,0.601428571,1.355714286,7.52,5.781428571,1.737142857,0,1.434285714,0,8.46,0.608571429,0.905714286,0.595714286,1.512857143,9.42,2.874285714,0,1.322857143,2.875714286,0.892857143,1.984285714,1.771428571,0,1.165714286,0.604285714,3.51,1.884285714,0.68,0.264285714,0.68,12.66857143,3.38,3.111428571,2.565714286,4.445714286,0.304285714,1.73,20.74428571,3.174285714,18.10857143,4.148571429,11.26,4.132857143,0.794285714,0.595714286,0,0,0,3.125714286,7.625714286,0.872857143,1.672857143,2.658571429,1.245714286,0,6.791428571,0.874285714,0,0,0,10.88285714,0,2.158571429,0,0,0,2,0,1,0.571428571,29.85714286
toxic25,19.75439631,7.692307692,2.658485472,1.279995737,95.19786331,0.829278129,14.14876361,28.79536992,43.53846154,39.67615385,63.39538462,59.10153846,48.63,51.52230769,22.72692308,16.96692308,6.963846154,1.833846154,6.182307692,1.346923077,0.640769231,5.757692308,3.802307692,11.36384615,8.469230769,4.235384615,2.848461538,3.193846154,20.62692308,5.176153846,1.848461538,1.830769231,1.15,3.008461538,8.944615385,5.203076923,3.742307692,0.147692308,2.19,1.403846154,15.85461538,1.530769231,0.123846154,1.540769231,2.480769231,9.234615385,1.972307692,0.383076923,1.296153846,2.252307692,1.519230769,2.094615385,3.170769231,1.172307692,1.189230769,0.809230769,1.607692308,0.477692308,0.561538462,0.568461538,0,8.799230769,3.356153846,0.787692308,2.920769231,2.162307692,0.147692308,2.964615385,16.47,1.286153846,13.63307692,1.34,9.321538462,2.973076923,0.252307692,0.29,0.235384615,0.134615385,0.462307692,0.817692308,5.472307692,1.671538462,0.134615385,1.519230769,2.021538462,0,3.766923077,1.391538462,0,0,0.982307692,10.88,0,1.946153846,0.753846154,0,0.416153846,2,0,1,0.538461538,25.73557692
toxic26,67.96632073,13.54545455,5.192028007,4.364866254,46.62062056,0.421309818,3.945431002,6.358335727,146.3636364,35.61454545,73.79090909,46.14181818,44.97636364,46.31545455,18.13909091,12.69636364,5.255454545,1.968181818,3.328181818,1.272727273,0.87,5.380909091,4.810909091,8.111818182,9.622727273,5.985454545,3.911818182,1.943636364,19.42727273,5.173636364,2.262727273,2.014545455,2.260909091,1.863636364,10.08,5.491818182,4.586363636,0.125454545,2.874545455,0.864545455,14.12272727,1.509090909,1.33,1.086363636,1.688181818,8.804545455,1.213636364,1.277272727,1.512727273,3.126363636,0.741818182,2.345454545,2.230909091,0.808181818,0.667272727,0.666363636,4.041818182,1.736363636,0.901818182,0.767272727,0.527272727,10.17,3.819090909,1.064545455,3.432727273,2.479090909,0.404545455,3.299090909,14.78181818,1.309090909,14.26181818,2.237272727,8.515454545,4.516363636,0.337272727,1.346363636,0.139090909,0.310909091,1.760909091,0.302727273,6.505454545,2.146363636,0.299090909,1.589090909,2.102727273,0.032727273,5.347272727,2.198181818,0,0.050909091,0.662727273,12.96181818,0,1.872727273,0.277272727,0,0.446363636,2,0,2,0.545454545,36.11363636
toxic27,4.108444833,1.833333333,1.021934833,0.58943615,113.2948955,0.96576296,74.50655912,88.76602078,7.833333333,7.595,32.42333333,24.08833333,37.295,27.58666667,15.37333333,13.29,3.233333333,1.15,8.333333333,0.575,0,2.083333333,1.723333333,2.765,4.49,3.806666667,0,0,15.48166667,3.233333333,0.575,1.15,1.041666667,0.575,9.375,9.375,0,0,0,0,10.05666667,0,0,0,0.575,3.34,1.616666667,1.15,0,0,0.575,0,1.616666667,0,0.575,1.041666667,0.575,0.575,0,0,0,3.34,1.15,0.575,1.15,1.041666667,0,1.041666667,16.52333333,0,4.381666667,0,2.298333333,2.083333333,1.041666667,0,0,0,1.15,0,1.041666667,0,0,0,1.041666667,0,1.15,0,0,0,0,1.15,0,0,0,0,0,2,0,2,0.583333333,19.94791667
toxic28,26.61713117,9.5,3.040521158,1.788575327,83.36058064,0.755196448,11.14017592,20.96446183,69,31.94166667,52.59666667,31.95833333,52.19,50.12,19.15666667,14.16166667,6.423333333,0.588333333,3.401666667,3.605,0.14,4.995,5.89,8.028333333,12.3,4.571666667,3.83,4.815,24.20333333,2.308333333,0.656666667,1.26,1.35,1.473333333,9.098333333,5.756666667,3.341666667,0.14,2.223333333,0.155,13.61166667,0,0.581666667,0.375,3.813333333,9.611666667,1.965,1.76,0.575,1.611666667,0.5,4.206666667,3.698333333,2.521666667,1.176666667,0,2.09,0.815,0.361666667,0.308333333,0.605,6.915,2.561666667,0.501666667,1.703333333,2.575,0.155,4.003333333,19.66833333,0.581666667,9.108333333,1.55,6.605,1.17,0,0.89,0,0,0,0.95,8.598333333,1.64,0.448333333,5.916666667,0.595,0,1.663333333,1.951666667,0.438333333,0,0,9.126666667,0,3.61,0.515,0,0,2,0,2,0.583333333,52.58333333
toxic29,22.12901863,7,3.88208963,2.384652067,95.22224179,0.811737661,18.67585777,23.5107365,47,40.14,46.985,51.55625,38.69,45.6375,16.25625,11.62,7.37375,0.1525,2.5975,1.2625,0.23625,4.635,3.9275,9.14375,11.78375,4.24125,3.3075,3.715,20.53625,6.6325,2.1,1.97,1.0525,3.14375,10.39125,4.24625,6.145,0,3.555,2.05625,11.2025,0.43125,1.07125,0.66125,1.27,12.71,1.73125,0.94125,0.6175,5.13625,1.67,3.44625,4.66,1.6475,1.1575,1.85625,6.17125,2.6575,1.56,1.09125,0.8625,10.28375,2.2575,1.855,3.34,4.0925,0,3.11375,16.21875,1.34875,10.97375,1.775,7.84625,2.1825,0.2975,0.43125,0.855,0.1525,0.19,0.855,5.405,2.0375,0.47125,1.59,1.5425,0,2.31625,0.8825,0,0,1.04125,10.45625,0,3.12875,0,0,0,2,2,2,0.5625,28.421875
toxic30,55.8095445,17.75,3.162613334,2.72584331,63.53087878,0.532389725,4.535208132,8.4147535,116.9166667,34.88916667,59.76833333,75.66333333,74.615,51.46083333,18.14,14.20666667,7.15,2.23,2.721666667,1.736666667,0.37,3.933333333,3.668333333,10.68083333,10.9725,6.979166667,2.920833333,3.739166667,24.35833333,3.535833333,1.313333333,1.5175,1.785,1.705,8.586666667,5.990833333,2.476666667,0.229166667,1.768333333,0.309166667,12.365,0.2475,0.984166667,0.335,2.508333333,8.8975,1.1575,1.18,1.568333333,1.91,1.205,2.825,2.400833333,0.955833333,0.820833333,0.7575,1.88,0.481666667,0.801666667,0.531666667,0.175,9.7175,3.809166667,1.151666667,3.8175,1.7,0.125833333,3.1075,17.99083333,2.523333333,19.415,6.19,10.7,3.270833333,0.629166667,1.3875,0.488333333,0.138333333,0.9775,0.8325,6.631666667,0.915833333,1.5275,2.439166667,1.5575,0,2.4275,2.949166667,0.076666667,0,0.6675,9.170833333,0,1.694166667,0.230833333,0,0.189166667,6,2,1,0.541666667,38.64583333
toxic31,57.4474465,16.25,3.525502675,3.254489156,55.92965667,0.5181193,4.929024804,10.41290683,101.1666667,8.095,63.18666667,55.08833333,44.55583333,61.16666667,26.07416667,15.03166667,6.2825,3.195833333,2.86,1.896666667,0.795,11.045,3.270833333,8.2175,16.48416667,8.475,3.693333333,4.9625,26.17666667,2.826666667,1.786666667,5.023333333,1.25,1.45,7.029166667,3.850833333,3.1775,0.161666667,1.4425,0.65,14.10083333,0.371666667,0.343333333,0.4775,2.689166667,10.27,2.095,0.925833333,1.486666667,1.705,1.670833333,3.0825,3.236666667,1.098333333,1.419166667,0.64,2.411666667,0.81,0.403333333,0.73,0.273333333,9.065833333,4.5075,0.839166667,1.991666667,1.748333333,0.650833333,3.360833333,21.22916667,1.7825,12.75416667,2.450833333,7.09,4.124166667,0.799166667,1.1675,0.058333333,0.161666667,0.638333333,0.179166667,5.165833333,1.2925,0.474166667,2.109166667,0.8875,0.1025,0.921666667,1.393333333,0,0,1.015833333,5.408333333,0,0.940833333,0.249166667,0,0,6,0,1,0.541666667,42.08333333
toxic32,38.99174517,14,2.281831744,2.198019209,63.54325483,0.67506879,6.606265194,17.46420517,53.83333333,19.15833333,32.60666667,77.88833333,30.235,42.85666667,15.99666667,11.24166667,7.206666667,2.205,1.448333333,0.381666667,0,4.753333333,3.248333333,7.14,10.46333333,4.17,1.213333333,5.691666667,19.57666667,2.108333333,1.556666667,0.876666667,0.558333333,0.878333333,4.201666667,1.836666667,2.363333333,0,1.26,0.551666667,8.005,0,0.113333333,0.113333333,0.381666667,6.746666667,1.321666667,0.225,0.45,0.885,2.266666667,1.596666667,1.09,0.225,0.268333333,0.595,0.563333333,0.225,0.113333333,0.113333333,0.113333333,8.79,4.571666667,0.551666667,2.28,1.498333333,0.113333333,3.943333333,15.51666667,0.885,18.35833333,3.553333333,10.60333333,4.578333333,0,0.551666667,0,0,1.388333333,0.653333333,6.686666667,0.113333333,1.106666667,1.536666667,3.931666667,0,0.708333333,0.773333333,0,0,0.666666667,7.616666667,0,4.033333333,0.113333333,0.113333333,0,6,0,1,0.583333333,44.53125
toxic34,21.41112933,11.16666667,1.851783631,1.383727276,98.48206417,0.821427806,12.42172524,23.82666667,50.5,11.895,38.58833333,79.16,61.035,57.81166667,19.77,15.10166667,8.108333333,2.413333333,2.531666667,0.286666667,1.761666667,4.663333333,1.148333333,10.83,10.61833333,8.041666667,7.43,8.031666667,24.63333333,3.843333333,2.488333333,2.696666667,0.656666667,1.255,9.361666667,4.803333333,4.558333333,0,3.901666667,0.37,10.45166667,0.656666667,0.661666667,0.286666667,0.578333333,12.19833333,2.118333333,3.156666667,0.693333333,1.756666667,1.235,4.396666667,1.403333333,0.2,1.203333333,0,5.59,1.891666667,0,3.408333333,0,4.475,2.901666667,0.37,0.688333333,0.515,0,4.078333333,19.22,2.168333333,13.69,3.138333333,7.243333333,4.283333333,0.486666667,1.03,0.578333333,0.315,0.89,2.381666667,6.628333333,3.613333333,1.206666667,1.456666667,0.291666667,0,0.998333333,0.783333333,0,0,0.37,4.073333333,0,0.291666667,0,0,0,6,0,1,0.583333333,48.98958333
toxic35,68.8464648,13.3,5.553520554,5.280764126,50.21168713,0.425004918,7.628786775,6.8283745,92.1,19.459,52.7,60.589,48.695,51.013,22.473,16.406,9.425,1.478,3.957,0.781,0.765,6.067,3.919,6.387,10.275,6.787,3.232,3.551,21.672,3.104,1.837,2.008,2.832,1.124,8.554,4.607,3.946,0.076,2.071,1.293,11.616,0.425,0.264,0,1.407,10.888,1.838,1.702,1.253,2.007,1.902,2.56,3.211,1.856,0.788,0.468,1.927,0.584,0.738,0.304,0.301,8.569,2.402,1.296,2.843,1.959,1.248,3.456,15.477,1.349,12.189,2.45,5.153,5.153,0.803,1.385,0,0,1.922,0.465,8.075,0.952,1.197,2.259,3.389,0,3.611,2.307,0,0,0.988,11.399,0,1.898,0.564,0,0.55,5,2,2,0.55,14.05
toxic36,44.0714712,7.2,5.151211092,3.441758585,75.32854694,0.630991048,37.79481998,48.769796,118.2,19.076,76.772,29.04,27.556,44.94,17.33,12.762,2.406,3.638,4.018,0.708,1.988,4.568,1.626,9.858,9.188,6.32,4.64,2.86,17.316,1.768,0.982,1.63,2.05,1.7,7.37,3.088,4.284,0.466,2.656,0.694,16.962,0.086,1.412,0.674,1.756,9.952,1.994,0.712,1.952,1.262,1.576,2.84,0.172,0,0.172,0,0.622,0,0.38,0.242,0,9.348,5.656,1.898,1.23,0.51,1.022,1.57,12.738,1.31,10.264,1.804,5.96,2.502,0.638,1.106,0,0.294,1.7,1.078,3.062,0.242,0.38,1.736,0.25,0,1.596,1.15,0,0,0.474,9.352,0,2.354,1.086,0,0.162,4,0,2,0.6,48.8
toxic37,45.2912719,7.7,6.857414692,5.630587386,73.80128366,0.621473422,27.25533763,27.95280246,64.9,25.903,61.101,52.385,33.732,43.382,19.392,13.644,6.88,1.885,4.296,0.494,0.088,5.748,3.128,6.982,10.009,5.877,2.04,1.871,23.442,5.821,2.219,2.614,2.776,1.575,8.784,4.013,4.772,0.091,2.282,1.149,11.821,0,2.026,0,1.105,8.555,1.901,1.67,0.499,1.487,0.99,2.365,1.324,0.298,0.54,0.417,3.826,1.955,0.798,1.421,0.207,8.984,2.872,1.14,2.91,2.441,1.16,3.761,16.36,0.949,11.199,2.618,4.64,4.528,0.378,0.615,0,0.069,1.944,0.621,7.086,2.159,0.455,1.595,1.32,0,1.31,0.922,0,0,0.311,4.757,0,0.777,0.459,0.168,0.152,4,2,2,0.55,54.15
toxic38,20.76435427,2.545454545,7.95535478,2.737411512,95.62251854,0.813176307,43.30946885,60.70513918,49.90909091,17.46545455,46.42272727,59.01090909,38.78181818,47.07090909,19.05636364,13.33090909,7.1,0.77,4.632727273,0.506363636,0.323636364,5.726363636,2.956363636,8.732727273,10.58090909,7.264545455,3.986363636,2.965454545,19.74909091,3.67,1.170909091,2.824545455,0.667272727,0.975454545,6.066363636,3.991818182,2.075454545,0.395454545,0.406363636,1.03,9.47,0,0.53,0.313636364,0.774545455,9.574545455,1.68,2.13,0.6,0.957272727,1.719090909,2.727272727,2.395454545,0.811818182,0.599090909,0.985454545,1.928181818,0.769090909,0.498181818,0.418181818,0.242727273,6.743636364,1.178181818,1.301818182,1.901818182,2.363636364,0,3.811818182,14.54636364,1.606363636,11.97,2.885454545,6.369090909,3.109090909,0.244545455,0.456363636,0.192727273,0.12,0.4,0.124545455,4.511818182,0.3,0.513636364,2.66,0.834545455,0.135454545,0.12,1.318181818,0,0,0.118181818,5.881818182,0,2.950909091,0.227272727,0,0,5,0,1,0.545454545,39.23295455
toxic39,29.45661578,9.444444444,2.672034368,1.986625473,82.89227774,0.754528202,14.11740976,27.55609685,37,26.06777778,62.54777778,32.94444444,28.18888889,46.23777778,18.29555556,10.35333333,3.517777778,0.828888889,4.54,0.133333333,1.334444444,7.942222222,2.716666667,9.233333333,12.48222222,4.394444444,2.324444444,3.878888889,18.83888889,2.744444444,1.921111111,2.74,2.446666667,2.47,3.983333333,1.408888889,2.575555556,0.222222222,1.726666667,0.404444444,12.76888889,0,1.137777778,0.854444444,1.892222222,7.031111111,0.91,1.07,1.816666667,2.125555556,0.715555556,2.401111111,1.888888889,1.418888889,0,1.005555556,1.814444444,1.255555556,0,0,0.558888889,6.048888889,1.7,1.717777778,2.392222222,1.151111111,0.638888889,2.491111111,13.25222222,2.334444444,8.785555556,0.664444444,5.622222222,2.5,0.727777778,2.105555556,0,0.861111111,0.561111111,1.367777778,4.16,0.65,1.237777778,0.706666667,0.992222222,0,1.913333333,1.793333333,0,0,0.133333333,8.825555556,0,2.321111111,0.391111111,0,0.336666667,6,0,1,0.555555556,42.14583333
